text,label1,label2,label3,labeled_list
Alguém que tem diabetes tipo 2 sente o rosto inchado se come açúcares ou carboidratos?,curiosidade,nan,nan,['curiosidade']
"Alguém aqui já sentiu ver tipo uma mancha no olho que você não consegue ver, mas só você vê? É que eu estou vendo no meu olho esquerdo e na foto não vejo, o que é?",curiosidade,percepção,nervosismo,"['curiosidade', 'percepção', 'nervosismo']"
Para medir a glicemia tem que ser antes de comer ou depois? Sou nova aqui.,curiosidade,nan,nan,['curiosidade']
Boa noite. O diabetes tipo 1 então é irreversível? É insulina para o resto da vida ou pode ser que passe a ser só a Metformina?,decepção,curiosidade,confusão,"['decepção', 'curiosidade', 'confusão']"
Alguém já utilizou ou usa melão de São Caetano? É bom para diabetes?,curiosidade,nan,nan,['curiosidade']
Oi. Comer feijoada faz mal para o diabético?,curiosidade,nan,nan,['curiosidade']
"Tenho diabetes e sofro com a neuropatia, muita dor.",aborrecimento,tristeza,nan,"['aborrecimento', 'tristeza']"
"Bom dia, amigos. Dúvida: será que posso fazer tatuagem? Minha diabetes está acima de 210, todo mundo fala que é perigoso inflamar, falam que não é muito bom. O que vocês acham?",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
"Queria umas sugestões, estou ficando com os dedos dormentes, o que fazer?",nervosismo,nan,nan,['nervosismo']
"Bom dia. O meu médico não me deu a receita para comprar o medidor de glicose, mas eu queria ter. Posso comprar assim mesmo? Alguém sabe me dizer?",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
"Descobri diabetes tipo 2 há 3 meses. Estava 131 em jejum no exame de sangue. Estou tomando Giglafex, 1 comprimido após o almoço. Sinto um gosto horrível na boca. Medi agora e está 129. Alguém também sente esse gosto amargo? Será do remédio? Grata!",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
"Ai, gente está difícil, viu. 7 meses e ainda não aprendi a controlar a bendita da glicose kkk",decepção,nan,nan,['decepção']
"Parei de perder peso no terceiro mês de uso do Jardiance, achei que perderia mais peso.",decepção,nan,nan,['decepção']
"Diabetes, tô com o pé meio inchado, o que será que é?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
Vocês têm uma lista dos alimentos com quantidade de carboidratos?,curiosidade,nan,nan,['curiosidade']
"Farinha de trigo branca? Não deveria ser integral, de aveia ou de amêndoas?",confusão,nan,nan,['confusão']
"Não entendo por que o povo está tão desesperado com diabetes em 120, 140, 150 (isso não seria o normal pra quem é diabético, não estando em jejum?)",confusão,nan,nan,['confusão']
O chá de moringa faz efeito?,curiosidade,nan,nan,['curiosidade']
É aconselhável o uso de palmilha?,curiosidade,nan,nan,['curiosidade']
"Boa noite, gente. Alguém aqui já passou por isso? Tive infecção de urina e, por isso, perdi o apetite, fiquei sem comer comida mesmo por uma semana, só comia frutas. Mesmo assim, minha diabetes ficou alta, 205, 218. Estou fazendo exames. Alguém já passou por isso? Obrigada.",nervosismo,decepção,nan,"['nervosismo', 'decepção']"
Pode falar sobre a medicação para a neuropatia diabética?,curiosidade,nan,nan,['curiosidade']
Amei as dicas. Minha diabetes já chegou a 500. Tive infecção urinária por causa do emocional. Chegou a 300. Estou indo ao médico amanhã fazer exames.,nervosismo,nan,nan,['nervosismo']
"Bom dia, povo de Deus. Também sou diabética tipo 2. Mas sofro demais com esses desconfortos nas pernas, nos pés e nas mãos. Formigamentos, pontadas e dores. Vocês acham que tem a ver com a diabetes?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Boa noite, pessoal! Por favor, me tirem uma dúvida. Podemos comer cuscuz?",curiosidade,nan,nan,['curiosidade']
"Já os meus não estão bem, sou diabético há 18 anos e estou com proteinúria, estão filtrando apenas 70%. Muito difícil escapar da diálise! Só por Deus!",nervosismo,decepção,nan,"['nervosismo', 'decepção']"
Qual o valor normal da diabetes em jejum?,curiosidade,nan,nan,['curiosidade']
Alguém que toma ese remédio sabe se é normal passar mal depois do almoço e do jantar? Tomo 1 por dia (Cloridrato de Metformina).,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
Pode tomar Glifage depois do almoço? Ou só pode ser tomado à noite depois do jantar?,curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Bom dia, povo. Gostaria de saber se alguém do grupo já tomou limão com açafrão de manhã, em jejum, para abaixar a diabetes. Me conta se a experiência foi boa.",curiosidade,nan,nan,['curiosidade']
Glicose em jejum a 113 está normal ou está alta?,confusão,nan,nan,['confusão']
Outra pergunta é: por que toda pancada ou queimadura nos pés ou perna fica muito escura depois que sara?,curiosidade,percepção,nan,"['curiosidade', 'percepção']"
"Pessoal, abóbora altera a glicose de vocês?",curiosidade,nan,nan,['curiosidade']
"Bom dia, sou nova no grupo, espero que vocês me aceitem. Hoje minha glicose está 135, e isso porque, à noite, tomei as insulinas NPH e a regular, pois ontem à noite estava 388. E agora, como saber o que beber e o que comer? Com tudo ela sobe, e a fome está crescendo, por favor, me ajudem. Tenho tantas dúvidas. Tem nutricionista que diz que eu posso tomar Activia, outras já falam que não pode. E chá, qual a quantidade por dia?",confusão,nervosismo,decepção,"['confusão', 'nervosismo', 'decepção']"
"Bom dia, pessoal. O chá de pau tenente é bom para baixar a glicemia?",curiosidade,nan,nan,['curiosidade']
"Se a glicose descompensada me fez infartar, é possível que também tenha danificado minha visão na mesma proporção?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Pessoal, meu médico trocou meus remédios. Comecei a tomar hoje Nimegon Met 50 + 1000 e Glicazida. Tive dor de cabeça o dia todo, corpo ruim. A glicemia prandial deu 303 e agora, antes do jantar, 407. Alguém teve isso também?",curiosidade,decepção,nervosismo,"['curiosidade', 'decepção', 'nervosismo']"
"Adoçante, temos que evitar? Porque não consigo comer sem adoçante.",curiosidade,desaprovação,nan,"['curiosidade', 'desaprovação']"
"Gostaria muito de ouvir sobre a pancreatite aguda, minha sobrinha era diabética e faleceu com esse diagnóstico. Eu também sou diabética e fiquei muito curiosa sobre o que aconteceu com ela. Muito obrigada. Um abraço a todos.",curiosidade,nan,nan,['curiosidade']
"Meu Deus, eu estou indisposta hoje, estou com um barulho na minha cabeça e a minha pressão está em 9. Eu estou tão mal que só Deus na minha vida.",aborrecimento,tristeza,nan,"['aborrecimento', 'tristeza']"
É possível uma mulher diabética fazer o planeamento?,curiosidade,nan,nan,['curiosidade']
Alguém do grupo faz o uso do medicamento Thioctacid 600? O que me dizem? É bom mesmo? Melhora o queimor nos pés?,curiosidade,nan,nan,['curiosidade']
Algum diabético que repõe hormônios da tireoide?,curiosidade,nan,nan,['curiosidade']
O chá de canela baixa a glicose?,curiosidade,nan,nan,['curiosidade']
"Boa noite pessoal. Estou grávida de 18 semanas, tenho diabetes e, mesmo cuidando da alimentação e usando insulina, minha glicose em jejum sempre está acima de 150. Tenho muito medo, pois já tive 3 abortos e, na época, não tinha diabetes e hipotireoidismo, adquiri depois e até por questões emocionais. Alguma dica pra me dar? Obrigada.",curiosidade,medo,decepção,"['curiosidade', 'medo', 'decepção']"
"Boa tarde, grupo. Gostaria de saber se pode tomar café sem açúcar com leite Molico em pó.",curiosidade,nan,nan,['curiosidade']
Chuchu é proibido para diabetes?,curiosidade,nan,nan,['curiosidade']
"Gente, minha glicose deu 295 em jejum, glicada em 10. A endocrinologista me receitou Metformina, Nesina e Azukon. Tava tomando normal, ela ficava em 160 até 130. Vi no grupo sobre dietas e caminhadas, comecei a fazer, tirei o arroz do cardápio e comecei a caminhar. Agora está dando 95, 90, até aí perfeito né. Só que o problema é que quando dá esse valor fico ruim, trêmula, é normal isso?",confusão,decepção,nervosismo,"['confusão', 'decepção', 'nervosismo']"
"Boa tarde. Alguém tem remédio ou pomada? Estou com coceira vaginal, minhas partes íntimas estão inchadas, parece que tem um monte formiga andando.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Sempre gostei muito de doces e massas, será difícil tirar tudo. Mas tenho que ter em mente que é para minha saúde e para não se agravar.",percepção,neutro,nan,"['percepção', 'neutro']"
"Que tipo de açúcar vocês usam pra bolo? Pode ser algum outro, tirando aqueles caros?",curiosidade,nan,nan,['curiosidade']
O que fazer diante de uma hipoglicemia? Sua conduta de agora.,curiosidade,nan,nan,['curiosidade']
"Olá! Pessoal, fui medir a glicemia, está 71 mg. O que eu devo fazer?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
Alguém já ouviu falar em insulina vegetal? Sabe se é boa?,curiosidade,nan,nan,['curiosidade']
"Bom dia, gente. Será que o diabético pode mastigar cana de açúcar?",curiosidade,nan,nan,['curiosidade']
"Boa tarde. Comprei farinha de berinjela, gostaria de saber como posso consumir ela, alguém poderia me ajudar?",curiosidade,nan,nan,['curiosidade']
"Olá, grupo. Descobri meu diabetes essa semana. Alguém aqui engordou após o diagnóstico? Estou comendo compulsivamente e engordando, aliás, isso fez com que eu procurasse o médico e então descobri o diabetes. Vou tratar conforme as orientações dele. Mas estou realmente preocupada com o ganho de peso.",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Alguém toma Metformina XR de 500 mg? Tem alguma reação? O meu médico me passou há 1 mês e eu ainda não comecei tomar por medo. Li relatos ruins dessa medicação e que ataca o rim, só tenho 1. Me ajude, contem suas experiências.",curiosidade,medo,nervosismo,"['curiosidade', 'medo', 'nervosismo']"
Quem tem hipoglicemia reativa ou reacional também? Eu tenho.,curiosidade,nan,nan,['curiosidade']
Pode comer a fruta coco?,curiosidade,nan,nan,['curiosidade']
"Estou com uma coceira numa perna, nas costas, na ponta das orelhas e as pálpebras também estão coçando tanto que está até ardendo. Será que a glicose está alta ou é a Ivermectina que tomei? Peço a opinião de vocês. Obrigado.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Por favor, alguém sabe me informar o que a glicada 5,9 quer dizer? Obrigada.",curiosidade,nan,nan,['curiosidade']
"Qual o lanche ideal para a noite, antes de dormir, para um adolescente?",curiosidade,nan,nan,['curiosidade']
"Pessoal, quando a glicose abaixa demais, deve-se suspender os remédios ou comer algo doce e fazer um balanceamento? Faz um mês que tomo remédio e não consumo doces. Acho que minha glicose tem ficado mais baixa a cada dia. Antes ficava entre 120 a 180, depois de 120 a 140, agora entre 80 e 110 (de manhã, em torno de 90). Hoje à tarde, quando ela estava 97, eu fiquei passando um pouco mal. Parecia que eu necessitava comer um doce. O corpo fraco, estranho. Não sei explicar.",nervosismo,confusão,curiosidade,"['nervosismo', 'confusão', 'curiosidade']"
Diabético pode comer banana?,curiosidade,nan,nan,['curiosidade']
"Olá, descobri há pouco tempo a diabetes, posso comer farinha de milho? Obrigada.",curiosidade,nan,nan,['curiosidade']
"Gente, socorro. Eu medi a glicemia ontem de noite e estava 159. Para mim estava alta, porém no mapa de controle que a minha endocrinologista me deu dizia que ao dormir tem que estar abaixo de 160, então para mim estava tranquilo. Aí fui medir agora e deu 198, sem comer nada. Alguém já passou por isso?",nervosismo,surpresa,curiosidade,"['nervosismo', 'surpresa', 'curiosidade']"
Boa tarde. Quantas vezes usar o cloreto de magnésio?,curiosidade,nan,nan,['curiosidade']
"Estou com o mocotó inchado, será que é ok?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Gente, será que remédio de diabetes deixa a gente meio sonolenta, com a cabeça meio confusa?",curiosidade,nan,nan,['curiosidade']
"Hoje estou sentindo muita dor nas panturrilhas, será que é normal para quem tem diabetes?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Bom dia. Entrei neste grupo para me ajudar a abaixar a glicose gestacional, o que devo comer para me ajudar?",curiosidade,nan,nan,['curiosidade']
"Na lista dos legumes para o diabéticos não vejo abóbora, abobrinha, berinjela, nabo, vagem, inhame, jiló, e quiabo. Isso não pode?",curiosidade,percepção,nan,"['curiosidade', 'percepção']"
"Bata doce, pode comer?",curiosidade,nan,nan,['curiosidade']
"Tenho dores nas juntas dos dedos, isso tem algo a ver com diabetes?",curiosidade,nan,nan,['curiosidade']
"Olá, quais frutas podemos comer antes de dormir?",curiosidade,nan,nan,['curiosidade']
Bom dia. O que fazer pra diminuir o nível de estresse diante desse COVID-19?,aborrecimento,curiosidade,nan,"['aborrecimento', 'curiosidade']"
"Boa tarde, amigos! Fui detectada com diabetes 2 e comecei a medicação quarta feira, estou suando muito e com sono. É normal?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Queria fazer uma pergunta. Sinto mal-estar todos os dias, todo santo dia, muita hipoglicemia e mal-estar, mesmo generalizado. Será por causa do Glifage XR 500? Eu tomava insulina 3 vezes ao dia, a médica tirou, passou Glicazida de manhã, 2 gilfage depois do almoço, mais 2 depois da janta. Por que tenho tanta hipoglicemia? Descobri diabetes tem 4 meses, porque tive cetoacidose grave, fiquei sabendo pela situação que agravou. Meu tratamento é pelo o SUS.",curiosidade,nervosismo,aborrecimento,"['curiosidade', 'nervosismo', 'aborrecimento']"
"Galera, comprei um chá de nome Glycontrol para diabetes, o que vocês acham?",curiosidade,nan,nan,['curiosidade']
Gelatina e chocolate amargo pode comer?,curiosidade,nan,nan,['curiosidade']
Pode comer aipim?,curiosidade,nan,nan,['curiosidade']
Depois de quanto tempo que ingerimos um alimento ele afeta o resultado no medidor de glicose?,curiosidade,nan,nan,['curiosidade']
Não aguento mais tomar remédio e não abaixar a glicemia.,raiva,aborrecimento,nan,"['raiva', 'aborrecimento']"
"Almoço de hoje! Salada de legumes temperada com azeite e ervas, couve refogada no azeite e alho, berinjela passada no ovo batido e no queijo parmesão levada ao forno por 20 min, batata doce cozida no vapor com casca e levada ao forno por 20 minutos (junto com a berinjela), e uma fatia de carne assada. De sobremesa, sobremesa uma fatia pequena de melão! 🙏😋 Foco e saúde!",orgulho,alegria,otimismo,"['orgulho', 'alegria', 'otimismo']"
"Almocei saladinha, 1 colher de feijão, peixe à milanesa feito na farinha de arroz, e por último comi suflê de brócolis feito com um pouco de trigo. Fiquei ruim. Porque será?",decepção,curiosidade,nan,"['decepção', 'curiosidade']"
Os meus pés estão muito ressecados.,aborrecimento,nan,nan,['aborrecimento']
